;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интетнт-анализ;контент-анализ
6307;18493;257578;190576448;257284;25106701;2015-11-02 15:14:41;Предательство это называется, а это уже статья. Вот Ваша суть пребывания тут и всплыла. Самое позорное в это жизни предать своего близкого: Семью, жену, ребенка, соседа... Низшая ступень эволюции...;0;;ж3, п3 ;4.0
6308;18494;257579;82853210;257284;25106701;2015-11-02 15:14:59;[id181724904|Александр], ваши соседи.Мои.Еще чьи то...Не Боги горшки обжигают.;0;;ж3;4.0
6309;18495;257580;181724904;257284;25106701;2015-11-02 15:15:25;[id82853210|Сергей], Вы можете ответить на мой вопрос?? Кто придет на смену ?? Где и кто эти люди которые кристально честные и сделают нас счастливыми?;0;;а3;4.0
6310;18496;257581;82853210;257284;25106701;2015-11-02 15:16:09;[id190576448|Алексей], кого предательство ? Плешивый вор неудачник с поехавшей крышей,мне ни разу не Родина.Пусть катится в Гаагу...;0;;Ф3, л4;4.0
6311;18497;257582;190576448;257284;25106701;2015-11-02 15:16:42;Честные, порядочные и добрые друзья НАТО, вот его идолы и боги;0;;Ц4;4.0
6312;18498;257583;82853210;257284;25106701;2015-11-02 15:16:52;[id181724904|Александр], как ответить на глупость?;0;;а3;4.0
6313;18499;257584;82853210;257284;25106701;2015-11-02 15:17:45;[id190576448|Алексей], Да НАТО страшное уже 100 лет в Ульяновске.вова лично пригласил! Так что не ссы...;0;;Ц3;4.0
6314;18500;257585;82853210;257284;25106701;2015-11-02 15:18:56;[id190576448|Алексей], http://vk.com/photo82853210_329943293 http://vk.com/photo-25106701_385382631;0;;;
6315;18501;257586;181724904;257284;25106701;2015-11-02 15:19:04;[id82853210|Сергей], Ну Вы же сами пишите !! Что нынешнее руководство погрязло в коррупции !! Значит должен кто то придти после них? Кого Вы хотели бы видеть ? У руля нашей страны?;0;;Ж3, а3;4.0
6316;18502;257587;82853210;257284;25106701;2015-11-02 15:20:22;[id181724904|Александр], Да выборы,выборы...И они начинаются за долго до дня голосования.Свобода собраний,доступ к средствам массовой информации.А потом уже -кого?;0;;ж3;4.0
6317;18503;257590;181724904;257284;25106701;2015-11-02 15:22:32;[id82853210|Сергей], Ну Вы здесь выражаете свою точку зрения Вам никто этого не запрещает?! Выдвигайте своих кандидатов!! Это тоже не запрещено!! В чем дело то?;0;;а3, р3;4.0
6318;18504;257592;181724904;257284;25106701;2015-11-02 15:23:32;[id82853210|Сергей], Предвыборные программы агитация кто Вам мешает?;0;;а3 ;4.0
6319;18505;257594;82853210;257284;25106701;2015-11-02 15:23:43;[id181724904|Александр], В 80-х тоже казалось,что вокруг одно Политбюро и Ни-Ко-Го...Но когда дали свободу и столько людей появилось,что глаза разбежались! Один из них был Собчак,кот орый привел с собой носильщикачемоданов вову путина.Без которого вы теперь и жизни не представляете.Так будет и сейчас.;0;;ж3, и4;4.0
6320;18506;257595;190576448;257284;25106701;2015-11-02 15:24:32;Керри, Маккейн вот его кандидаты;0;;Н3;4.0
6321;18507;257597;181724904;257284;25106701;2015-11-02 15:25:07;[id82853210|Сергей], Да откуда Вам знать без кого или без чего я жизнь свою не представляю?;0;;Ф3;4.0
6322;18508;257598;82853210;257284;25106701;2015-11-02 15:25:25;[id181724904|Александр], воры не допускают к средствам массовой информации,не разрешают собрания.Сажают по надуманным предлогам оппозицию.Убивают Немцова,чуть ли не в кабинете вовы.Это свобода?;0;;Т3;4.0
6323;18509;257599;82853210;257284;25106701;2015-11-02 15:25:52;[id181724904|Александр], зная одного,познаешь весь вид.(с);0;;п3;4.0
6324;18510;257600;181724904;257284;25106701;2015-11-02 15:27:18;[id82853210|Сергей], у Вас есть факты? Если есть Вы можете обратиться в СК или Прокуратуру да куда угодно!! Что мешает??;0;;а3;4.0
6325;18511;257602;82853210;257284;25106701;2015-11-02 15:28:31;[id181724904|Александр], да какие еще факты??? Какие СК и Прокуратура??? Это охранка воров.Фикция,иммитация.Государства давно нет.;0;;б3, Т4;4.0
6326;18512;257604;190576448;257284;25106701;2015-11-02 15:29:45;А где есть государство? Пример в студию!;0;;Ц3;4.0
6327;18513;257605;82853210;257284;25106701;2015-11-02 15:29:56;Про Госдуму еще забыли...;0;;ж3;4.0
6328;18514;257606;82853210;257284;25106701;2015-11-02 15:30:08;[id190576448|Алексей], пустословие.;0;;Ч3 ;4.0
6329;18515;257607;181724904;257284;25106701;2015-11-02 15:30:29;[id82853210|Сергей], Ну скажите что КОНКРЕТНО Вы предлагаете?? Может найдутся люди которые Вас поддержат!!;0;;Р3;4.0
6330;18516;257609;190576448;257284;25106701;2015-11-02 15:31:33;Пример приведите, не надо отвечать необоснованными фразами;0;;р3;4.0
6331;18517;257610;82853210;257284;25106701;2015-11-02 15:31:46;[id190576448|Алексей], где Власть через срок,максимум два меняется.А не подделывает Конституцию со словом  подряд ...;0;;ж3;4.0
6332;18518;257611;190576448;257284;25106701;2015-11-02 15:32:31;США?;0;;а3;4.0
6333;18519;257612;190576448;257284;25106701;2015-11-02 15:32:53;Украина?;0;;а3;4.0
6334;18520;257613;82853210;257284;25106701;2015-11-02 15:32:53;[id190576448|Алексей], и это уже не Власть а узурпаторы.Преступники.;0;;Т4;4.0
6335;18521;257614;280979147;257284;25106701;2015-11-02 15:33:00;[id181724904|Александр], чего вы хотите от свидомого поцреота, поклонника Бандеры и Шухевича? <br>Сырожа поцреот Шенэвмерленда и Пиндостана,мечтает о развале России.<br>Что ещё с этого убогого?;0;;а3, л3;4.0
6336;18522;257615;190576448;257284;25106701;2015-11-02 15:33:00;Гандурас?;0;;а3;4.0
6337;18523;257616;82853210;257284;25106701;2015-11-02 15:33:37;[id190576448|Алексей], мальчик,у меня на детские шутки времени нет...;0;;К3;4.0
6338;18524;257617;82853210;257284;25106701;2015-11-02 15:34:36;[id280979147|Марат], чего,чего говоришь,козолюб горный? Кто такие?;0;;л3;4.0
6339;18525;257618;190576448;257284;25106701;2015-11-02 15:34:41;Я не увидел конкретного примера страны, в которой Вам бы хотелось жить;0;;ж3;4.0
6340;18526;257619;190576448;257284;25106701;2015-11-02 15:34:54;Дядя;0;;И4;4.0
6341;18527;257620;280979147;257284;25106701;2015-11-02 15:35:34;[id82853210|Сергей], в США уже почти 300 лет власть не меняется, у власти две партии , вся разница которых только в глубине мошны очередного дежурного кандидата в президенты, фигуры которая стала в США марионеточной уже давно.<br>Там правит бал наднациональная олигархия .;0;;И3;4.0
6342;18528;257621;82853210;257284;25106701;2015-11-02 15:35:41;[id190576448|Алексей], значит я не по адресу.За взрослого тебя принял.Думал ты книжкм читал???;0;;н3;4.0
6343;18529;257622;181724904;257284;25106701;2015-11-02 15:35:58;[id280979147|Марат], Да ясно все!;0;;ж3;4.0
6344;18530;257623;82853210;257284;25106701;2015-11-02 15:36:05;[id280979147|Марат], не физди,кклоун горный...;0;;л3 ;4.0
6345;18531;257624;82853210;257284;25106701;2015-11-02 15:37:22;[id181724904|Александр], что тебе ясно? Что кавказ на тебе еще поездить хочет? Так катай их без меня...;0;;а3, с3;4.0
6346;18532;257625;181724904;257284;25106701;2015-11-02 15:37:56;[id82853210|Сергей], А с чего ты взял что он с гор?;0;;а3;4.0
6347;18533;257626;82853210;257284;25106701;2015-11-02 15:38:08;[id181724904|Александр], так личка...;0;;Н3;4.0
6348;18534;257627;280979147;257284;25106701;2015-11-02 15:38:59;[id82853210|Сергей], нет,ты всем тут объясни как могут быть демократическими выборы, если президента назначает выборная комиссия, а не  прямые выборы как у нас?;0;;ж3;4.0
6349;18535;257628;82853210;257284;25106701;2015-11-02 15:39:51;[id280979147|Марат], слушай...Ты стрелки на Анунаков то не переводи...Разговор о России.;0;;р3;4.0
6350;18536;257629;190576448;257284;25106701;2015-11-02 15:39:56;По-моему Вы находитесь и проживаете не по адресу;0;;ж3;4.0
6351;18537;257631;82853210;257284;25106701;2015-11-02 15:40:33;[id190576448|Алексей], слишком умно для меня???;0;;а3;4.0
6352;18538;257632;280979147;257284;25106701;2015-11-02 15:41:46;[id82853210|Сергей], что,нечего сказать?<br>Только кликушествовать и лгать и умеешь!<br>И за что тебе , тролль,платят,ты же полное ничтожество как до предметного спора доходит.;0;;л3;4.0
6353;18539;257633;82853210;257284;25106701;2015-11-02 15:42:21;[id280979147|Марат], пустословие...Есть что по делу и со смыслом?;0;;а3;4.0
6354;18540;257634;190576448;257284;25106701;2015-11-02 15:42:33;Слишком тупо обсирать то место, которое Вам предоставило все благо цивилизации,  благодаря которому Вы на данный момент существуете;0;;п3;4.0
6355;18541;257635;280979147;257284;25106701;2015-11-02 15:42:50;[id190576448|Алексей], да он даже не россиянин.;0;;ж3;4.0
6356;18542;257636;82853210;257284;25106701;2015-11-02 15:43:09;[id190576448|Алексей], кто мне что представил? ОПГ Озеро?;0;;а3;4.0
6357;18543;257637;82853210;257284;25106701;2015-11-02 15:43:32;[id280979147|Марат], ага...Всю ночь язык учил...;0;;н3;4.0
6358;18544;257638;280979147;257284;25106701;2015-11-02 15:43:47;[id82853210|Сергей], по делу <br>Кто по твоему может заменить Путина на посту президента РФ!;0;;а3;4.0
6359;18545;257639;190576448;257284;25106701;2015-11-02 15:44:26;Перестаньте меня цитировать и перефразировать. Постом выше я Вам высказал то же самое;0;;Р3;4.0
6360;18546;257640;82853210;257284;25106701;2015-11-02 15:44:36;[id280979147|Марат], ты рамсы не путай,неуч..Этого пока никто не знает? Кого люди выбиркт!;0;;л3, ж3;4.0
6361;18547;257641;280979147;257284;25106701;2015-11-02 15:44:53;[id82853210|Сергей], не надоело бредни Жуковского, Коха и Илларионова повторять?;0;;Т3;4.0
6362;18548;257642;190576448;257284;25106701;2015-11-02 15:44:53;Оно-так будет точнее;0;;И3;4.0
6363;18549;257643;82853210;257284;25106701;2015-11-02 15:45:56;[id280979147|Марат], перебьешься...Сам не Бердяев...Еще дедушка кроме козы нифига не видил,а туда же!!! Не устраивает пастуха!;0;;Л3;4.0
6364;18550;257644;280979147;257284;25106701;2015-11-02 15:46:25;[id82853210|Сергей], хорошо, зайдём с другой стороны.<br>А кого бы ты хотел видеть президентом России?<br>;0;;а3;4.0
6365;18551;257645;82853210;257284;25106701;2015-11-02 15:47:24;[id280979147|Марат], да ты читать то умеешь? Любого! Честно избранного.Тебя,так тебя,но что бы честно...;0;;Н3;4.0
6366;18552;257646;181724904;257284;25106701;2015-11-02 15:47:44;[id82853210|Сергей], Мы живем в мультинациональной стране об это не нужно забывать);1;;п3;4.0
6367;18553;257647;280979147;257284;25106701;2015-11-02 15:48:12;[id82853210|Сергей], не сбивайся на личности,убогий,по делу говори.<br>Меня твои ксенофобские фантазии не интересуют.;0;;л3, г3;4.0
6368;18554;257648;190576448;257284;25106701;2015-11-02 15:48:24;Ты живешь где? В России ( хотя не верится) у тебя есть гражданство, жилье, работа... Или тебе это не государство предоставляет?;0;;а3;4.0
6369;18555;257649;82853210;257284;25106701;2015-11-02 15:48:50;[id181724904|Александр], я вырос в СССР,гле русский,был старшим братом.Впиталось.А я себя считаю русским,в Украине не бывал,связей нет.;0;;е3;4.0
6370;18556;257650;280979147;257284;25106701;2015-11-02 15:49:19;[id82853210|Сергей], а честно это как?<br>Только того,кто устраивает Госдеп США ?;0;;а3;4.0
6371;18557;257651;280979147;257284;25106701;2015-11-02 15:50:14;[id190576448|Алексей], врёт он,и не краснеет!??;0;;щ3;4.0
6372;18558;257653;190576448;257284;25106701;2015-11-02 15:50:50;Для меня и сейчас украинец-брат ( не путать с бандеровцами и прочей нечестью);0;;е1;4.0
6373;18559;257654;82853210;257284;25106701;2015-11-02 15:50:50;[id190576448|Алексей], как в гости надумаю пригласить,сообщу.А пока...Я им зад как ты не лижу.И убить и посадить могут.;0;;Ф3, Т4;4.0
6374;18560;257655;181724904;257284;25106701;2015-11-02 15:51:00;[id82853210|Сергей], Я Вам про Украину и не пишу!! Просто Ваше выражение про старшего брата отдает национализмом !!;0;;ф3, ж3;4.0
6375;18561;257656;82853210;257284;25106701;2015-11-02 15:51:38;[id181724904|Александр], так у меня в букваре было.Впиталось.;0;;е1;4.0
6376;18562;257657;190576448;257284;25106701;2015-11-02 15:52:27;Слишком маленький ты человек, чтобы об этом думать))) Без обид.;0;;н3;4.0
6377;18563;257658;181724904;257284;25106701;2015-11-02 15:52:39;[id82853210|Сергей], Я что в не помню про такое в букваре) Может разные буквари были);0;;е1, ж3;4.0
6378;18564;257659;82853210;257284;25106701;2015-11-02 15:52:51;[id190576448|Алексей], это ты маленький.Я Гражданин!;0;;н3, е1;4.0
6379;18565;257662;82853210;257284;25106701;2015-11-02 15:53:29;[id181724904|Александр], щас погуглю,попробкю...;0;;е1;4.0
6380;18566;257664;181724904;257284;25106701;2015-11-02 15:53:48;[id82853210|Сергей], ок;0;;в3;4.0
6381;18567;257666;190576448;257284;25106701;2015-11-02 15:54:04;А если в гости, то пожалуйста, мой дом открыт;0;;е1,Д3;4.0
6382;18568;257669;190576448;257284;25106701;2015-11-02 15:54:46;Я не великий, но я Гражданин, и у меня есть своя позиция по этому поводу;0;;е1;4.0
6383;18569;257673;82853210;257284;25106701;2015-11-02 15:59:32;[id181724904|Александр], https://otvet.mail.ru/question/40226189;0;;;
6384;18570;257674;82853210;257284;25106701;2015-11-02 15:59:46;Ладно,пока.Дела...;0;;г3;4.0
6385;18571;257678;181724904;257284;25106701;2015-11-02 16:01:49;[id82853210|Сергей], А где про букварь??;0;;а3;4.0
6386;18572;257683;82853210;257284;25106701;2015-11-02 16:12:36;[id181724904|Александр], http://cosmoforum.ucoz.ru/_fr/0/3511827.jpg http://vk.com/photo-25106701_385389336;0;;;
6387;18573;257807;252652514;257284;25106701;2015-11-02 19:17:41;[id82853210|Сергей], ты хоть в курсе,что русский язык,  российским  называют свидомые?;1;;а3,Н3;4.0
